molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
CHEMBL390559,Cc1nn(-c2ccccc2)c(Cl)c1/C=C1\SC(=S)N(CCCCCC(=O)O)C1=O,Inactive,449.985,4.68032,1,6,4.38352448611143
CHEMBL1570587,O=C1C(Cl)=C(NC(=O)c2ccccc2)C(=O)C(Cl)=C1NC(=O)c1ccccc1,Intermediate,415.232,2.899,2,4,5.45222529461218
CHEMBL1433028,O=C(O)/C=C/C(=O)c1ccc2c(c1)NC(=O)CO2,Inactive,247.206,0.841,2,4,4
CHEMBL1472217,O=C(O)c1ccc2c(c1)C(=O)N(c1ccc(/C=C/C(=O)c3ccccc3)cc1)C2=O,Inactive,397.386,4.0815,1,4,4.24626377782499
CHEMBL1313807,Cc1c(CCC(=O)O)c(=O)oc2c(C)c3occ(-c4ccc(Br)cc4)c3cc12,Inactive,441.277,5.60274,1,4,4.47820835036088
CHEMBL2005484,O=C(O)COc1ccccc1/C=N/Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1[N+](=O)[O-],Inactive,504.908,3.9584,3,8,4.4350973274708
CHEMBL1589453,COc1ccc(S(=O)(=O)CC(=O)c2cc3cc(Br)ccc3oc2=O)cc1,Inactive,437.267,3.2207,0,6,4
CHEMBL1521165,Cc1cc(/C=C2\C(=O)NC(=O)N(c3ccccc3)C2=O)c(C)n1-c1ccc(C(=O)O)c(Cl)c1,Inactive,463.877,4.11214,2,5,4.19565608152013
CHEMBL1393568,CSc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3F)ncc2Cl)s1,Inactive,459.937,3.0687,1,9,4.28133226468379
CHEMBL133576,Cc1cc(C)c(Nc2cc(S(=O)(=O)[O-])c(N)c3c2C(=O)c2ccccc2C3=O)c(C)c1.[Na+],Inactive,435.481,3.61716,2,7,4.66816795556375
CHEMBL1464107,Cc1nn(-c2cccc(Cl)c2)c2nc(-c3ccco3)cc(C(=O)O)c12,Inactive,353.765,4.34052,1,5,4
CHEMBL1363719,COc1cc(/C=C2\C(=O)NC(=O)N(c3ccccc3)C2=O)c([N+](=O)[O-])cc1OC,Inactive,397.343,2.2784,1,7,4.76195389687121
CHEMBL1453327,Cc1sc(NC(=O)C2CCCCC2C(=O)O)c(C(N)=O)c1-c1ccc(C(C)(C)C)cc1,Inactive,442.581,4.94942,3,4,4.22127007600389
CHEMBL1345808,Cc1ccc(N2C(=O)C(Cl)=C(N3CCN(C)CC3)C2=O)c(C)c1,Inactive,333.819,1.87444,0,4,4.39308147405171
CHEMBL1716493,Oc1cc(CNCc2ccccc2)c(O)cc1CNCc1ccccc1,Inactive,348.446,3.6774,4,4,4.42724453484578
CHEMBL1415513,Cc1n[nH]c(O)c1C(c1ccc(-c2ccc(F)cc2)o1)c1c(C)n[nH]c1O,Inactive,368.368,3.74014,4,5,4.23589862352377
CHEMBL1473975,O=C1ON=C(c2ccc([N+](=O)[O-])cc2)/C1=C/c1ccccc1O,Inactive,310.265,2.6449,1,6,4.48985730059743
CHEMBL1374665,Cc1cccc(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)c1,Inactive,306.749,1.65082,0,4,4.46268472688799
CHEMBL1381243,CCCCn1c(NC(=O)c2ccc(Br)o2)c(S(=O)(=O)c2ccccc2)c2nc3ccccc3nc21,Inactive,553.438,5.8252,1,7,4.12280148472821
CHEMBL1385654,COc1ccc(C2CC(c3ccccc3)=NN2c2ccc(Cl)c(C(=O)O)c2)cc1,Inactive,406.869,5.4025,1,4,4.39870068980566
CHEMBL1736648,O=C(O)c1cc(N2C(=O)C=CC2=O)cc(N2C(=O)C=CC2=O)c1,Inactive,312.237,0.2436,1,5,4.70796556400526
CHEMBL1516335,O=C(O)CN1C(=O)/C(=C\c2ccccc2OCc2ccc(F)cc2)SC1=S,Inactive,403.456,3.6905,1,5,4.36451625318509
CHEMBL1408395,Cc1ccc2c(c1)c(=O)c1c3n2CCN(C(=O)CCl)C3CC1,Inactive,316.788,2.37822,0,3,4
CHEMBL1486827,O=C(Cc1cnn(-c2ccccc2)c1)c1ccc(O)c(O)c1O,Inactive,310.309,2.4145,3,6,4.12096149476276
CHEMBL1589514,COc1ccc(N2C(=O)/C(=C/c3ccco3)C(=O)NC2=S)cc1,Inactive,328.349,2.1195,1,5,4
CHEMBL1598843,CCOc1cc(/C=C2/C(=O)ON=C2C)ccc1OCc1ccccc1F,Inactive,355.365,4.1195,0,5,4.38237070224216
CHEMBL1492654,CCOC(=O)C1Nc2ccc(C(=O)O)cc2C2C=CCC12,Inactive,287.315,2.4017,2,4,4.34727030393075
CHEMBL2006418,O=[N+]([O-])c1ccc(N/N=C/c2ccc(O)c(O)c2O)c(S(=O)(=O)N2CCOCC2)c1,Intermediate,438.418,1.1785,4,10,5.33724216831843
CHEMBL1490987,CCCc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccc(C)cc3)ncc2Cl)s1,Inactive,451.961,3.46862,1,8,4
CHEMBL515505,Nc1nc(Sc2ccc([N+](=O)[O-])c3nonc23)c2nc[nH]c2n1,Inactive,330.289,1.5307,2,10,4.79506647764586
CHEMBL1464233,C#CCOc1c(Br)cc(/C=C2/C(=O)ON=C2C)cc1OC,Inactive,350.168,2.7858,0,5,4
CHEMBL1736502,CCCCCCCCSC1=CC(=O)C(OC)=C(OC)C1=O,Inactive,312.431,3.6202,0,5,4.90343756162586
CHEMBL1489368,Cc1cccc2c1c1ccc3c(c1n2C)C(=O)C=CC3=O,Inactive,275.307,3.57512,0,3,4.47547406337362
CHEMBL3197153,C/C(=N\Nc1cccc(C(=O)O)c1)c1ccc2c(c1)Nc1ccccc1S2,Inactive,375.453,5.4291,3,5,4
CHEMBL1503793,CC(C(=O)Nc1ccc(C(=O)O)c(O)c1)N1C(=O)/C(=C\c2ccco2)SC1=S,Inactive,418.452,2.9118,3,7,4.10001543745061
CHEMBL1736432,O=[N+]([O-])c1cc2no[n+]([O-])c2cc1N1CCCCC1,Intermediate,264.241,1.3597,0,6,5.19517932127884
CHEMBL1363865,O=C1ON=C(c2ccccc2)/C1=C/c1ccc(OS(=O)(=O)c2ccccc2)cc1,Inactive,405.431,3.7988,0,6,4.49106647394997
CHEMBL1425314,Cc1ccc(F)c(NC(=O)/C(C#N)=C(\O)c2ccc(C(C)(C)C)cc2)c1,Inactive,352.409,4.863,2,3,4.48718224143513
CHEMBL1414222,CC(C)C1Nc2ccc(C(=O)O)cc2C2C=CCC21,Inactive,257.333,3.4946,2,2,4.41228903498109
CHEMBL1369048,C=CCc1cc(C=C2C(=O)NC(=O)NC2=O)cc(OC)c1OCc1ccc(C(=O)O)cc1,Inactive,436.42,2.4503,3,6,4.535808629359
CHEMBL1442758,O=C(O)c1[nH]c2ccccc2c1C(c1cccc(O)c1)c1c(C(=O)O)[nH]c2ccccc12,Inactive,426.428,4.9314,5,3,4.6352614449446
CHEMBL1550841,O=S(=O)(Nc1nc2ccccc2nc1NCc1ccco1)c1ccc(Cl)cc1,Inactive,414.874,4.2891,2,6,4.03658998431977
CHEMBL1443706,Cl.O=C(NCC(c1cccs1)N1CCOCC1)c1ccccc1NS(=O)(=O)c1ccc(Cl)c([N+](=O)[O-])c1,Inactive,551.046,3.9138,2,8,4
CHEMBL1598985,CCc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)s1,Inactive,423.907,2.7701,1,8,4
CHEMBL1363782,Cc1ccc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)s1,Inactive,388.529,4.28892,0,5,4.3332948638801
CHEMBL1345999,O=C1NC(=O)C(=Cc2cc(Cl)ccc2OCc2ccc(C(=O)O)cc2)C(=O)N1,Inactive,400.774,2.3666,3,5,4.68402965454308
CHEMBL3199187,COC(=O)c1ccc(COc2ccccc2/C=N/Nc2cccc(C(=O)O)c2)cc1,Inactive,404.422,4.1964,2,6,4.11781711236973
CHEMBL1717449,Nc1c(Br)cc(Br)c2c1C(=O)c1c(cccc1S(=O)(=O)O)C2=O,Inactive,461.087,2.8159,2,5,4.01723142274899
CHEMBL3183391,CCc1ccc(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)cc1,Inactive,480.567,3.4857,1,5,4.63978538670465
CHEMBL3182716,CC(C)(C)c1ccc(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)cc1,Inactive,508.621,4.2208,1,5,4.59397105503639
CHEMBL1336283,Cc1ccc(NC(S)=NNc2ccc([N+](=O)[O-])cc2S(=O)(=O)Nc2ccccc2C(=O)O)cc1C,Inactive,515.573,4.43544,5,7,4
CHEMBL2007419,C/C(CC(c1ccccc1)c1c(O)oc2ccccc2c1=O)=N\Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Inactive,488.456,5.32500000000001,2,9,4.02493600390476
CHEMBL1555532,N#Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1S(=O)(=O)Cc1ccccc1,Inactive,347.308,2.34858,0,7,4
CHEMBL1521297,Cc1ccc(C(=O)c2coc3c2C(=O)C(=O)c2ccccc2-3)cc1,Inactive,316.312,3.86502,0,4,4.25963731050576
CHEMBL1964407,CCOC(=O)/C=C(\C)Sc1cc(O)c2ccccc2c1O,Intermediate,304.367,3.81,2,5,5.28066871301627
CHEMBL1572216,Cc1n[nH]c(O)c1C(c1ccc(-c2cccc(Cl)c2)o1)c1c(C)n[nH]c1O,Inactive,384.823,4.25444,4,5,4.2478746927021
CHEMBL1594182,CCCn1nc([N+](=O)[O-])c(C(C#N)c2nc3ccccc3o2)c(Cl)c1=O,Inactive,373.756,3.01158,0,8,4.45904519107387
CHEMBL1318778,CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C\c1ccc(OCC(=O)O)c(Cl)c1,Inactive,406.829,3.81198,2,6,4.44514756562795
CHEMBL1542987,O=S(=O)([O-])CCC[n+]1c(SCCCS(=O)(=O)O)sc2ccc(Cl)cc21,Inactive,445.993,2.1475,1,7,4
CHEMBL551842,CCCCCc1c2c(cc(O)c1C(=O)O)OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2,Inactive,456.491,5.5295,2,7,4.49227902331439
CHEMBL1408705,O=C1NC(=S)N(c2ccccc2F)C(=O)/C1=C\c1cccs1,Inactive,332.381,2.7185,1,4,4.15285938258659
CHEMBL1581683,O=C(O)CCC(=O)NCCc1c(/C=C2/C(=O)NC(=S)N(Cc3ccc(F)cc3)C2=O)[nH]c2ccccc12,Inactive,522.558,2.6574,4,5,4
CHEMBL3190629,Oc1ccc2ccccc2c1/C=N\C12CN3CCN(CN(C3)C1)C2,Inactive,322.412,1.5649,1,5,4.26833066817136
CHEMBL1503852,O=C(CN1C(=O)/C(=C/c2ccco2)SC1=S)Nc1ccc(O)c(C(=O)O)c1,Inactive,404.425,2.5233,3,7,4
CHEMBL1497153,O=C(O)c1[nH]c2ccccc2c1C(c1cc(Cl)cc([N+](=O)[O-])c1O)c1c(C(=O)O)[nH]c2ccccc12,Intermediate,505.87,5.493,5,5,5.01010543628123
CHEMBL1374603,COc1ccc(NS(=O)(=O)c2ccc3c(c2)[C@H]2C=CC[C@H]2[C@@H](c2ccc(C(=O)O)cc2)N3)cc1,Inactive,476.554,5.0207,3,5,4.35340024827963
CHEMBL1598944,COc1ccc(/C=C2\C(=O)NC(=O)N(c3ccc(C)c(C)c3)C2=O)cc1CN1C(=O)c2ccccc2C1=O,Inactive,509.518,3.77464,1,6,4.00213327376086
CHEMBL1503985,CCc1ccc(/C=C2\SC(=S)N(CCCC(=O)Nc3ccccc3C(=O)O)C2=O)cc1,Inactive,454.573,4.5673,2,5,4.51215487988856
CHEMBL1318817,COc1cc(N=c2ssnc2Cl)c(OC)cc1Cl,Inactive,323.226,3.761,0,6,4
CHEMBL1318818,COc1cc(CNc2ccc(N3CCCC3)cc2)ccc1OCc1ccccc1F,Inactive,406.501,5.62560000000001,1,4,4.26576039556455
CHEMBL1437954,CCOc1ccc2nc(N3CCCN(C(=O)Nc4ccccc4C)CC3)c(C#N)cc2c1,Inactive,429.524,4.5578,1,5,4.41184038361691
CHEMBL1886015,Nc1nc(O)cc(N=Nc2ccc(O)cc2)n1,Inactive,231.215,1.8854,3,7,4.57365142621249
CHEMBL1599120,CC1(C)CC(=O)C(C(C2=C(O)CC(C)(C)CC2=O)c2ccc(Br)s2)C(=O)C1,Inactive,453.398,5.36980000000001,1,5,4.66796572297248
CHEMBL3192031,O=C(O)CC1SC(N/N=C/c2ccc(-c3ccc(Cl)cc3[N+](=O)[O-])o2)=NC1=O,Inactive,422.806,2.9044,2,8,4.45804652554176
CHEMBL1599047,CC(C)c1ccc(Nc2ccc(C(=O)O)cc2[N+](=O)[O-])cc1,Inactive,300.314,4.16,2,4,4.15051916275601
CHEMBL1497208,O=C1C(Cl)=C(N2CCOCC2)C(=O)N1c1ccccc1,Inactive,292.722,1.3424,0,4,4.72908836058952
CHEMBL1594191,CCOC(=O)c1c(NC(=O)/C=C/C(=O)O)sc(C)c1-c1ccc(Cl)cc1,Inactive,393.848,4.13292,2,5,4.36673358884458
CHEMBL1565810,Cc1ccc(S(=O)(=O)NN2C(=O)/C(=C/c3cccs3)SC2=S)cc1,Inactive,396.54,3.15122,1,6,4.4527176920367
CHEMBL1717890,O=C(NC1=CC(=O)c2ccccc2C1=O)c1ccccc1,Inactive,277.279,2.3795,1,3,4.73376830331011
CHEMBL1477046,Cc1ccc(S(=O)(=O)Nc2nc(-c3ccc(F)cc3)cs2)cc1,Inactive,348.424,4.05842,1,4,4.15144142787624
CHEMBL1533464,O=C(O)c1ccc(-n2nc(C(F)(F)F)c3c2-c2ccoc2CC3)cc1,Inactive,348.28,3.9479,1,4,4.05041484867335
CHEMBL1966224,Oc1ccc(/C=N/N=C(c2ccccc2)c2ccccc2)c(O)c1O,Inactive,332.359,3.6749,3,5,4.63134128760777
CHEMBL1494242,COc1cc(/C=C2/C(=N)N3C(c4ccccc4)=CSC3=NC2=O)ccc1OCC(=O)O,Inactive,435.461,3.46287,2,6,4
CHEMBL187266,Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,Inactive,294.35,4.24792,0,3,4
CHEMBL1526763,O=C(O)c1ccc(COc2ccccc2C=C2C(=O)c3ccccc3C2=O)cc1,Intermediate,384.387,4.4264,1,4,5.19859628998265
CHEMBL1376342,O=C(O)c1ccc(N(c2ccccc2)c2ccccc2)cc1,Inactive,289.334,4.8546,1,2,4.21975471613465
CHEMBL1533621,O=C1C=C(Nc2cccc3cccnc23)c2ccccc2C1=O,Inactive,300.317,3.4532,1,4,4.29791427856418
CHEMBL131037,COc1ccc(OC)c2c1C(=O)C(Cl)=C(Cl)C2=O,Intermediate,287.098,2.772,0,4,5.28149831113273
CHEMBL1497243,CCOC(=O)c1cc(-c2ccc(/C=C3/C(=O)N(c4ccc(C(=O)O)cc4)N=C3C)o2)ccc1Cl,Inactive,478.888,5.281,1,6,4.67325462043468
CHEMBL1408935,COc1cc(/C=C2\SC(=S)N(NS(=O)(=O)c3ccccc3)C2=O)cc(OC)c1OC,Inactive,466.562,2.8071,1,8,4.18728713323463
CHEMBL1521427,CC1=NN(Cc2ccccc2)C(=O)C1C(c1ccccc1)C(C#N)C#N,Inactive,342.402,3.46806,0,4,4.2568039185513
CHEMBL1418928,CCOC(=O)c1c(-c2cccc(C)c2)csc1NC(=O)C1CC=CCC1C(=O)O,Inactive,413.495,4.50572,2,5,4.21438547505318
CHEMBL1411089,Cc1cc(C)c(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)cc1C,Inactive,345.376,2.52836,0,5,4.11776015198118
CHEMBL1536196,CNCc1ccccc1Sc1ccc(O)c(O)c1.O=C(O)/C=C\C(=O)O,Inactive,261.346,2.9684,3,4,4.67407404422853
CHEMBL1434750,O=C(O)CN1C(=O)/C(=C\c2cc(Br)ccc2OCc2ccc(Cl)cc2)SC1=S,Inactive,498.807,4.9673,1,5,4.60554831917378
CHEMBL1395453,CCOC(=O)c1sc(N2C(=O)C(O)=C(C(=O)c3ccco3)C2c2ccc([N+](=O)[O-])cc2)nc1C,Inactive,483.458,3.91232,1,10,4.41907502432438
CHEMBL1698646,Cc1ccc(S(=O)(=O)N2[C@@H](c3ccc(Cl)c(Cl)c3)C(C(=O)O)=C[C@H]2CC2CCCC2)cc1,Inactive,494.44,6.00732000000001,1,3,4.36221017063777
CHEMBL1464715,CSC1=C(C#N)C(=O)NC(c2ccccc2O)S1,Inactive,278.358,2.35198,2,5,4.34524606674707
CHEMBL1454835,Cc1ccc(N2C(=O)NC(=O)/C(=C\c3cc(C)n(-c4ccc(C(=O)O)cc4)c3C)C2=O)cc1,Inactive,443.459,3.76716,2,5,4
CHEMBL1967862,O=C1/C(=N\S(=O)(=O)c2ccc([N+](=O)[O-])cc2)C(Cl)=C(O)c2ccccc21,Inactive,392.776,3.0864,1,6,4.11401718864503
CHEMBL3196320,O=C1CCC/C(=N/Nc2ccc(Cl)cc2)C1,Inactive,236.702,3.251,1,3,4.03025802323715
CHEMBL1376311,N#Cc1c(O)nc(SCC(=O)N2c3ccccc3Sc3ccccc32)nc1-c1ccccc1,Inactive,468.563,5.64248,1,7,4.40949253799142
CHEMBL1425600,CCCOc1cccc(C2C(C(=O)c3cc4ccccc4o3)=C(O)C(=O)N2c2cc(C)on2)c1,Inactive,458.47,5.30092000000001,1,7,4.48691563953486
CHEMBL1581845,CC1(C)CC(=O)C=C(NC2=CC3OC(c4ccccc4)OCC3OC2=O)C1,Inactive,369.417,2.7725,1,6,4
CHEMBL1346365,Cc1ccc(/C=C2\SC(NS(=O)(=O)c3cccs3)=NC2=O)cc1,Inactive,364.473,3.00532,1,5,4.14539036190421
CHEMBL1543152,O=C1NC(=O)C(=Cc2ccccc2Oc2ccc(F)cc2)C(=O)N1,Inactive,326.283,2.3674,2,4,4.42550573171467
CHEMBL1464721,O=C(O)c1cccc(NC2=C(Cl)C(=O)c3ccccc3C2=O)c1,Inactive,327.723,3.3263,2,4,4.80771138743188
CHEMBL3145167,COc1ccc(-c2cc(C(F)(F)F)c3c(=O)n(-c4ccccc4)[nH]c3n2)cc1,Inactive,385.345,4.4082,1,4,4.35497093527886
CHEMBL1386235,CCCSc1nc(O)c(C(c2ccc(OC)c(O)c2)c2c(O)nc(SCCC)n(C)c2=O)c(=O)n1C,Inactive,534.66,3.1838,3,12,4.37582107425198
CHEMBL1324181,COc1cc(/C=C2\SC(NS(=O)(=O)c3ccccc3)=NC2=O)c([N+](=O)[O-])cc1OC,Inactive,449.466,2.5608,1,8,4.36271045232183
CHEMBL1369592,COC(=O)CC1=NN(c2ccccc2)C(=O)/C1=C\c1ccc(OC)cc1,Inactive,350.374,3.0445,0,5,4.47768620484333
CHEMBL1698859,O=C1C(O)=CC(=C(c2ccccc2)c2ccccc2)c2ccccc21,Inactive,324.379,5.2839,1,2,4
CHEMBL1359070,CN(C)c1ccc(C=C2C(=O)NC(=S)NC2=O)cc1[N+](=O)[O-],Inactive,320.33,0.5751,2,6,4.8921119748172
CHEMBL1581916,COc1cc2c3c(c1)-c1c(sn(-c4cc(OC)ccc4OC)c1=S)C(C)(C)N3C(=O)C2=O,Inactive,468.556,4.73909,0,8,4.20795868928792
CHEMBL1536548,O=C1/C(=C/c2cccs2)SC(=S)N1NS(=O)(=O)c1ccccc1,Inactive,382.513,2.8428,1,6,4.24108810760203
CHEMBL1560629,Cc1cc(/C=C2\C(=O)NC(=O)N(c3ccccc3F)C2=O)c(C)n1-c1cc(C(=O)O)cc(C(=O)O)c1,Inactive,491.431,3.29604,3,6,4.19661117501639
CHEMBL1359054,O=C1NN(c2ccccc2)C(=O)/C1=C/c1ccc(-c2cccc(C(=O)O)c2)o1,Inactive,374.352,3.1062,2,4,4.51413667040267
CHEMBL1398748,O=C(O)c1cccc2c1C(=O)c1ccc(-c3ccc(F)cc3OCc3ccccc3)cc1S2(=O)=O,Inactive,488.492,5.1471,1,5,4.29696669526631
CHEMBL1364221,O=C(O)c1ccc(Nc2cc(Cl)c3nonc3c2[N+](=O)[O-])cc1,Inactive,334.675,3.2262,2,7,4.92190584959359
CHEMBL1604527,Cc1ccc(C)c(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)c1,Inactive,331.349,2.21994,0,5,4
CHEMBL1324111,Cc1c(Br)c(O)c(Br)c2sc(=O)oc12,Inactive,339.992,3.39352,1,4,4.20565139610392
CHEMBL1718737,Cn1c2ccccc2c2ccc3c(c21)C(=O)C=CC3=O,Inactive,261.28,3.2667,0,3,4.8018930011266
CHEMBL1575481,COc1ccc(/C=C2/SC(=S)N(CC(=O)O)C2=O)cc1OCc1ccc(Cl)cc1,Inactive,449.937,4.2134,1,6,4
CHEMBL1599312,NS(=O)(=O)c1ccc(-c2ccc(C=C3C(=O)NC(=O)NC3=O)o2)cc1,Inactive,361.335,0.3434,3,6,4
CHEMBL3392033,N#Cc1c(N)sc(=S)c2c1CCCCC2,Inactive,236.365,3.20037,1,4,4
CHEMBL1564699,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Cl)cc2)c2ccccc2c1O,Intermediate,423.899,4.1763,3,5,5.14569395819892
CHEMBL1611182,O=[N+]([O-])c1c(Nc2cccc(O)c2)cc(Cl)c2nonc12,Inactive,306.665,3.2336,2,7,4.58103616929638
CHEMBL1386409,C=CCN1C(=O)/C(=C/c2cccs2)C(=O)NC1=S,Inactive,278.358,1.5608,1,4,4.35892268667463
CHEMBL1299634,CC(/C=C1\SC(=S)N(c2ccc(C(=O)O)cc2)C1=O)=C\c1ccccc1,Inactive,381.478,4.7369,1,4,4.47185492174689
CHEMBL3189707,CCOc1cc(/C=N/NC2=NC(=O)C(CC(=O)O)S2)ccc1OCc1ccccc1Cl,Inactive,461.927,3.7139,2,7,4.28642546222793
CHEMBL1555752,CCN(CC)C(=O)c1ccc2c(c1)C1C(Cl)C(Sc3ccccc3[N+](=O)[O-])CC1C(C(=O)O)N2,Inactive,504.008,4.8273,2,6,4.22878009805047
CHEMBL3189815,COc1ccccc1NS(=O)(=O)c1ccc(N/N=C/c2ccccc2OCC(=O)O)c([N+](=O)[O-])c1,Inactive,500.489,3.3136,3,9,4.24833605373901
CHEMBL1699206,O=C(N/N=C/c1ccc(-c2ccc(S(=O)(=O)Nc3ncccn3)cc2)o1)c1cc2ccccc2cc1O,Inactive,513.535,4.1601,3,8,4.11662251025166
CHEMBL1970118,O=C(O)c1ccc(N=N/C(=N\Nc2ccc(C(=O)O)cc2)c2ccccc2)cc1,Inactive,388.383,4.6406,3,5,4.51726929992006
CHEMBL1438182,O=C(O)CCCNC(=O)/C=C/c1ccco1,Inactive,223.228,1.2738,2,3,4
CHEMBL1398964,O=C(O)c1cc(N2N=C(C(F)(F)F)/C(=C/C=C/c3ccco3)C2=O)ccc1Cl,Inactive,410.735,4.5359,1,4,4.61564658586249
CHEMBL1425797,CCCCCOc1ccc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2c2cc(C)on2)cc1,Inactive,450.491,5.23634,1,7,4.50086300546262
CHEMBL1865058,CCCCCCCC1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1N=O,Inactive,367.427,3.1314,1,6,4.56224943717961
CHEMBL3190381,O=C1Nn2c(nc3c(c2=O)CCCC3)/C1=N/Nc1cccc(C(F)(F)F)c1,Inactive,377.326,2.0408,2,6,4.54242085300424
CHEMBL1718480,CCc1ccc([C@@H]2CC=C(C(=O)O)[C@H](c3ccc(C)cc3)N2S(=O)(=O)c2ccc(C)cc2)cc1,Inactive,475.61,5.75384000000001,1,3,4.38531365771799
CHEMBL1458114,O=C1/C(=C/c2cccc(F)c2)SC(=S)N1NS(=O)(=O)c1ccccc1,Inactive,394.474,2.9204,1,5,4.51484665009635
CHEMBL1560577,O=C(O)CN1C(=O)/C(=C\c2cc(Br)ccc2OCc2ccc(Cl)cc2Cl)SC1=S,Inactive,533.252,5.6207,1,5,4.54030602352203
CHEMBL1438240,CCOc1c(Cl)cc(CNc2ccc(N3CCCC3)cc2)cc1OC,Inactive,360.885,4.9596,1,4,4.03077052013736
CHEMBL1566197,Cc1ccc(S(=O)(=O)ON2C(=O)c3ccccc3C2=O)c(C)c1,Inactive,331.349,2.21994,0,5,4.01659926181946
CHEMBL1543544,O=C1NC(=O)N(c2ccc(F)cc2)C(=O)/C1=C/c1ccc(N2CCOCC2)cc1,Inactive,395.39,2.3287,1,5,4
CHEMBL1566216,O=C(O)CN1C(=O)/C(=C\c2ccccc2OCc2ccc(Cl)cc2)SC1=S,Inactive,419.911,4.2048,1,5,4.36381310480128
CHEMBL1494499,CC(C)c1ccc(S(=O)(=O)c2nnn3c2nc(O)c2ccccc23)cc1,Inactive,368.418,2.9393,1,7,4.28819277095881
CHEMBL1487959,O=C(O)CN1C(=O)/C(=C\c2ccccc2OCc2ccc(Cl)cc2Cl)SC1=S,Inactive,454.356,4.8582,1,5,4.05744631966579
CHEMBL1865393,COc1ccccc1N(C(C)=O)C1=C(Cl)C(=O)c2ccccc2C1=O,Intermediate,355.777,3.5777,0,4,5.03621217265444
CHEMBL1379740,COc1cccc2nc3cc(C)c(C)cc3nc12,Inactive,238.29,3.40844,0,3,4.20634928229283
CHEMBL1416184,O=[N+]([O-])c1c(NCCO)cc(Sc2nc3ccccc3s2)c2nonc12,Inactive,389.418,3.2961,2,10,4.12004441487725
CHEMBL3194086,O=C1C=C(Nc2ccccc2C(=O)O)c2ccccc2C1=O,Inactive,293.278,2.6032,2,4,4
CHEMBL187460,C[C@H]1COC2=C1C(=O)C(=O)c1c2ccc2c1CCCC2(C)C,Inactive,296.366,3.4433,0,3,4.04546805737309
CHEMBL1504429,CC(=O)OCCCNc1cc(Sc2nc3ccccc3s2)c2nonc2c1[N+](=O)[O-],Inactive,445.482,4.257,1,11,4
CHEMBL1448367,CCCOC(=O)c1c(-c2ccc(C)cc2C)csc1NC(=O)C1C2CCC(O2)C1C(=O)O,Inactive,457.548,4.41544,2,6,4.25947941394634
CHEMBL1409585,O=C1/C(=C/c2ccc(C(=O)O)cc2)CCC/C1=C\c1ccc(C(=O)O)cc1,Inactive,362.381,4.303,2,3,4
CHEMBL1447211,CC1=C(C#N)c2nc(N)c(C#N)c(C)c2/C1=C\c1ccc(-c2ccccc2C(=O)O)o1,Inactive,408.417,4.65338,2,6,4.56575054760353
CHEMBL1972915,Cc1nn(-c2ccccc2)c(Cl)c1/C=N/Nc1ccc(S(=O)(=O)Nc2ccccc2C(=O)O)cc1[N+](=O)[O-],Inactive,554.972,4.68732,3,9,4.47977856411804
CHEMBL1594698,COC(=O)COc1ccc(C(C2C(=O)CC(C)(C)CC2=O)C2C(=O)CC(C)(C)CC2=O)cc1,Inactive,456.535,3.4708,0,7,4.31839700126913
CHEMBL1699845,O=C1C(Cl)=C(Oc2ccccc2)C(=O)c2ccccc21,Intermediate,284.698,3.595,0,3,5.33441900898205
CHEMBL1359270,CCc1ccc([C@@H]2CC=C(C(=O)O)[C@H](c3ccc(Cl)cc3)N2S(=O)(=O)c2ccc(C)cc2)cc1,Inactive,496.028,6.09882000000001,1,3,4.39415646094191
CHEMBL1287980,CN(C)c1ccc(/C=c2\c3cc([N+](=O)[O-])ccc3n3c2cc(-c2ccccc2)[n+]3C)cc1.O=S(=O)([O-])C(F)(F)F,Inactive,423.496,4.1059,0,4,4.92738252345476
CHEMBL1369802,CC1=NOC(=O)/C1=C/c1ccc2c(c1)OCO2,Inactive,231.207,1.7314,0,5,4.93704216591549
